user_name;tweet;personal (0=no, 1=yes);tweet_proc
BlueCircleCDF;Thank you to everyone who came to the meet up tonight and made the evening such a success! #diabetes #community;0;['thank', 'everyon', 'come', 'meet', 'tonight', 'make', 'even', 'success', 'diabet', 'communiti']
mrwhitepatch;Type 1 diabetes vaccine moving to human trials in Finland https://t.co/nwUk6lKXvu https://t.co/QP9mh1nmWh;0;['TYPEONE', 'diabet', 'vaccin', 'move', 'human', 'trial', 'finland', 'URL', 'URL']
mrwhitepatch;CRISPR-treated skin graft used to treat diabetes in mice https://t.co/DM7aZE2yt0 https://t.co/2TXGKbYdyg;0;['crispr-treat', 'skin', 'graft', 'use', 'treat', 'diabet', 'mice', 'URL', 'URL']
muntma;NHS England » New parts of the country set to benefit from expansion of diabetes prevention programme https://t.co/FMSwkvsp5j;0;['nhs', 'england', 'new', 'part', 'countri', 'set', 'benefit', 'expans', 'diabet', 'prevent', 'programm', 'URL']
muntma;Warning over rise in young people with type 2 diabetes https://t.co/kFWiDtMPuT;0;['warn', 'rise', 'young', 'peopl', 'TYPETWO', 'diabet', 'URL']
lokakshema_hari;Can amla help control diabetes? (Disease query of the day) https://t.co/EnPd0d0pQi;0;['amla', 'help', 'control', 'diabet', 'diseas', 'queri', 'day', 'URL']
lokakshema_hari;Can amla help control diabetes? (Disease query of the day): Can amla help control diabetes… https://t.co/H9qx4SZPfz;0;['amla', 'help', 'control', 'diabet', 'diseas', 'queri', 'day', 'EMOT_SAD_ANGRY', 'amla', 'help', 'control', 'diabet', 'URL']
VIPKidney;Could lack of vitamin A be a cause of #diabetes? #health #nutrition #prevention https://t.co/AZMtqWT7Nv;0;['could', 'lack', 'vitamin', 'diabet', 'health', 'nutrit', 'prevent', 'URL']
VIPKidney;How to slow or avoid diabetic retinopathy. #diabetes #vision #opthamology #prevention #solutions https://t.co/o0KLOyRCSG;0;['slow', 'avoid', 'diabet', 'retinopathi', 'diabet', 'vision', 'opthamolog', 'prevent', 'solut', 'URL']
enteradeUSA;enterade uses amino acids instead of glucose to reduce and manae GI Side effects. Read more about this at https://t.co/E9m66r8AxI;0;['enterad', 'use', 'amino', 'acid', 'instead', 'glucos', 'reduc', 'mana', 'gi', 'side', 'effect', 'read', 'URL']
enteradeUSA;#enterade helps rebuild the damaged in the #gut caused by #cancer treatment. No glucose, natural ingredients, elect… https://t.co/tgktVFdGnt;0;['enterad', 'help', 'rebuild', 'damag', 'gut', 'caus', 'cancer', 'treatment', 'glucos', 'natur', 'ingredi', 'elect', 'URL']
FormaMedDev;Nemaura Pharma has shown promising results with their Memspatch insulin micro-needle. https://t.co/66yEr5p160;0;['nemaura', 'pharma', 'show', 'promis', 'result', 'memspatch', 'insulin', 'micro-needl', 'URL']
FormaMedDev;Roche Diabetes Care has launched a new blood glucose meter. https://t.co/RctAmA4HZc;0;['roch', 'diabet', 'care', 'launch', 'new', 'blood', 'glucos', 'meter', 'URL']
HemOncToday;Trial designed to better understand link between #PancreaticCancer, newly diagnosed #diabetes https://t.co/qiAGkXRrEg #pancan;0;['trial', 'design', 'better', 'understand', 'link', 'pancreaticcanc', 'newli', 'diagnos', 'diabet', 'URL', 'pancan']
HemOncToday;ICYMI: Trial designed to better understand link between #PancreaticCancer, newly diagnosed #diabetes https://t.co/qiAGkY92vO  #pancan;0;['icymi', 'trial', 'design', 'better', 'understand', 'link', 'pancreaticcanc', 'newli', 'diagnos', 'diabet', 'URL', 'pancan']
Matt_St_Pierre;Stock #doka? Me thinks not. #worthersee2017 #bus #type2 https://t.co/my0EItN9kW;0;['stock', 'doka', 'me', 'think', 'wortherse', '2017', 'bus', 'TYPETWO', 'URL']
Matt_St_Pierre;My #vw #412 is in good company. #porsche #914 #bus #type2 #aircooled https://t.co/LgCX4nQtub;0;['my', 'vw', '412', 'good', 'compani', 'porsch', '914', 'bus', 'TYPETWO', 'aircool', 'URL']
roxyloveslucy;"Somebody needs to figure out,Kim Jung Un has diabetes. His legs are ulcerated, he's obese, limps &amp; needs assistance. He can't run! Find him💥";0;['somebodi', 'need', 'figur', 'kim', 'jung', 'un', 'diabet', 'leg', 'ulcer', 'obes', 'limp', 'need', 'assist', 'cannot', 'run', 'find']
roxyloveslucy;@RexTilllerson Has he been checked for diabetes? He needs lap-band surgery. His health should be a worry to him. A… https://t.co/ZfNn6xKciF;0;['USER', 'check', 'diabet', 'need', 'lap-band', 'surgeri', 'health', 'worri', 'URL']
Asysharma;Metabolic disease, particularly #diabetes, is correlated with bacteria that penetrate mucus lining of the #colon. https://t.co/j7KpvKbTxB;0;['metabol', 'diseas', 'particular', 'diabet', 'correl', 'bacteria', 'penetr', 'mucus', 'line', 'colon', 'URL']
Asysharma;"A sufficient dose of #Magnesium could reduce the risk of #stroke, #diabetes and #heart failure.
https://t.co/aibIkOmJKT";0;['suffici', 'dose', 'magnesium', 'could', 'reduc', 'risk', 'stroke', 'diabet', 'heart', 'failur', 'URL']
DrWirick;Our diabetes workshop will be live just after 6!;0;['diabet', 'workshop', 'live', '6']
DrWirick;A few words about type II diabetes https://t.co/mxR93uXr40;0;['word', 'typeonei', 'diabet', 'URL']
543pul;Are You Diabetic?? Find out In Just 1 Minute with the FIVE FINGER TEST – Amazing https://t.co/0MCPpyzzGD #diabetes;0;['diabet', 'find', '1', 'minut', 'five', 'finger', 'test', 'amaz', 'URL', 'diabet']
543pul;Make this mango leaf tea in 5 minutes to fight belly #fat and type II #diabetes https://t.co/colSF3d7dR;0;['make', 'mango', 'leaf', 'tea', '5', 'minut', 'fight', 'belli', 'fat', 'typeonei', 'diabet', 'URL']
CFP_uk;"Can blackcurrants help prevent diabetes? Earn £100 &amp; help find out in @KingsCollegeLon research study https://t.co/hNIMdD8Mk3 #cfp #london";0;['blackcurr', 'help', 'prevent', 'diabet', 'earn', '100', 'help', 'find', 'USER', 'research', 'studi', 'URL', 'cfp', 'london']
CFP_uk;Lots of benefits including $100 for people living in US with type 2 diabetes in this @UMich weight loss study https://t.co/D8WeMTK39N #CFP;0;['lot', 'benefit', 'includ', '100', 'peopl', 'live', 'us', 'TYPETWO', 'diabet', 'USER', 'weight', 'loss', 'studi', 'URL', 'cfp']
Beauty___Junkie;"Ketogenic Diet for Type 2 Diabetes
https://t.co/hB8tbUs5it #keto #ketodiet #diabetes";0;['ketogen', 'diet', 'TYPETWO', 'diabet', 'URL', 'keto', 'ketodiet', 'diabet']
HMVJC;Continuous glucose monitoring in the ICU: clinical considerations and consensus. https://t.co/GvyoCUd51b #FOAMed;0;['continu', 'glucos', 'monitor', 'icu', 'clinic', 'consider', 'consensus', 'URL', 'foam']
HMVJC;Complications during the treatment of diabetic foot osteomyelitis. https://t.co/1tN4qpRXoD #FOAMed https://t.co/7uyvkSZte9;0;['complic', 'treatment', 'diabet', 'foot', 'osteomyel', 'URL', 'foam', 'URL']
lyniceanderson;Top EU court bars Dextrose tablet maker's glucose health claims | Article [AMP] | Reuters https://t.co/6MIueCy45D;0;['top', 'eu', 'court', 'bar', 'dextros', 'tablet', 'maker', 'glucos', 'health', 'claim', 'articl', 'amp', 'reuter', 'URL']
lyniceanderson;Severe hypoglycemia multiplies death risk up to fourfold in diabetes, Novo Nordisk finds  https://t.co/BQzIzGJQxi;0;['sever', 'hypoglycemia', 'multipli', 'death', 'risk', 'fourfold', 'diabet', 'novo', 'nordisk', 'find', 'URL']
TruthRX;"Here is no such term as ""no #pbm involvement"" regarding #insulin pricing. They invented #pharmaextortion leading to… https://t.co/ZlqlMuUKZl";0;['term', 'pbm', 'involv', 'regard', 'insulin', 'price', 'invent', 'pharmaextort', 'lead', 'URL']
TruthRX;Blink Health ends Express Scripts contract over insulin program https://t.co/5jNTEicjBv via @modrnhealthcr;0;['blink', 'health', 'end', 'express', 'script', 'contract', 'insulin', 'program', 'URL', 'via', 'USER']
serougy_llc;https://t.co/3D4D2F6orj Tim Cook is testing a glucose tracker for the Apple Watch https://t.co/Nh20x61cR3 https://t.co/xb6zvMjeRs;0;['URL', 'tim', 'cook', 'test', 'glucos', 'tracker', 'appl', 'watch', 'URL', 'URL']
serougy_llc;https://t.co/goWiSCtig3 The e-Mosquito bites you to monitor glucose levels https://t.co/Urw0gMaXLL… https://t.co/bQUoFRqbib;0;['URL', 'e-mosquito', 'bite', 'monitor', 'glucos', 'level', 'URL', 'URL']
indusinfect;Metformin may curb cardiovascular risk in type 1 diabetes #InfectiousDisease https://t.co/JsrblAYURz;0;['metformin', 'may', 'curb', 'cardiovascular', 'risk', 'TYPEONE', 'diabet', 'infectiousdiseas', 'URL']
indusinfect;Can a drink a day keep diabetes away? #InfectiousDisease https://t.co/1cXBfugyuA;0;['drink', 'day', 'keep', 'diabet', 'away', 'infectiousdiseas', 'URL']
BGOSHA_FITNESS;War on diabetes gets women's #diabetes,#diabeticsupplies,#type2diabetes,#type1diabetes - https://t.co/Z8tVfG6SGt;0;['war', 'diabet', 'get', 'women', 'diabet', 'diabeticsuppli', 'TYPETWO', 'TYPEONE', 'URL']
BGOSHA_FITNESS;"By the numbers: Nearly half the US population has diabetes or is at high risk for the disease
https://t.co/fBpwK9IA8W";0;['number', 'near', 'half', 'us', 'popul', 'diabet', 'high', 'risk', 'diseas', 'URL']
MediSureCanada;Shop our website for all your diabetic needs. https://t.co/10UjiO4nDc https://t.co/DcLiR96mwl;0;['shop', 'websit', 'diabet', 'need', 'URL', 'URL']
MediSureCanada;Our products can help you determine your blood glucose levels quickly so you can tell if you're high, low or... https://t.co/TNwnKz0HFh;0;['product', 'help', 'determin', 'blood', 'glucos', 'level', 'quick', 'tell', 'high', 'low', 'URL']
bigredminingman;The latest The Andrew Smith Daily! https://t.co/op0PFeAAI0 Thanks to @brianmaycom @OrlParkNews #apple #type1diabetes;0;['latest', 'andrew', 'smith', 'daili', 'URL', 'thank', 'USER', 'USER', 'appl', 'TYPEONE']
bigredminingman;The latest The Andrew Smith Daily! https://t.co/iBu3whWbgE Thanks to @Diabetescouk @OrlandoInformer @ManningOfficial #volcanobay #diabetes;0;['latest', 'andrew', 'smith', 'daili', 'URL', 'thank', 'USER', 'USER', 'USER', 'volcanobay', 'diabet']
trogersresearch;.@JosephCafazzo created mobile health app Bant to support kids with type 1 #diabetes cc @UHN_News @HealthCanada… https://t.co/fPXVU5bDIn;0;['USER', 'creat', 'mobil', 'health', 'app', 'bant', 'support', 'kid', 'TYPEONE', 'diabet', 'cc', 'USER', 'USER', 'URL']
trogersresearch;.@JosephCafazzo says results of research on patient self-care in #diabetes and #heartfailure is health app Medly #HFUpdate17 @UHN_News 1/2;0;['USER', 'say', 'result', 'research', 'patient', 'self-car', 'diabet', 'heartfailur', 'health', 'app', 'med', 'hfupdat', '17', 'USER', '1/2']
PaineFan01;@realDonaldTrump diabetic coma??????????????? #covfefe;0;['USER', 'diabet', 'coma', 'covfef']
PaineFan01;@JackPosobiec in Puerto Rico people are stating to die of treatable conditions, such as infections and lack of insulin. Heckuva job, trumpy.;0;['USER', 'puerto', 'rico', 'peopl', 'state', 'die', 'treatabl', 'condit', 'infect', 'lack', 'insulin', 'heckuva', 'job', 'trumpi']
dailyhealthpost;This method will make your rice #healthier and help you manage #bloodsugar levels better. https://t.co/GZPm65gm56 https://t.co/W6OytgeXJi;0;['method', 'make', 'rice', 'healthier', 'help', 'manag', 'bloodsugar', 'level', 'better', 'URL', 'URL']
dailyhealthpost;Here are some natural ways to help you deal with #diabetes. https://t.co/v2h07JdcIP https://t.co/XfQzVg22Q6;0;['natur', 'way', 'help', 'deal', 'diabet', 'URL', 'URL']
nwcscnSenate;"You too can support diabetes researchers like Nina &amp; David https://t.co/yh9WhKuOvJ @DiabetesUK #knowdiabetes #fightdiabetes #DiabetesWeek";0;['support', 'diabet', 'research', 'like', 'nina', 'david', 'URL', 'USER', 'knowdiabet', 'fightdiabet', 'diabetesweek']
nwcscnSenate;"Grab yourself a cuppa &amp; catch up with our latest news @nwcscnSenate newsletter #diabetes, perinatal #mentalhealth,… https://t.co/9LmDHBUtsc";0;['grab', 'cuppa', 'catch', 'latest', 'news', 'USER', 'newslett', 'diabet', 'perinat', 'mentalhealth', 'URL']
LiquaCare;"#diabetes UK has proven preventatives on 'script but frequency/degree of foot checks poor &amp; attention on treating rather than preventing 🙃";0;['diabet', 'uk', 'prove', 'prevent', 'script', 'frequenc', 'degre', 'foot', 'check', 'poor', 'attent', 'treat', 'rather', 'prevent']
LiquaCare;#diabetes alarming info https://t.co/PN1udzXCpp amputations twice as often in patients treated with Invokana, ( canagliflozin), as placebo;0;['diabet', 'alarm', 'info', 'URL', 'amput', 'twice', 'often', 'patient', 'treat', 'invokana', 'canagliflozin', 'placebo']
LuckySlevinRD;@MiriamETucker: Dr. Hana Kahleova presents @ noon PT today: 780-P, Hall B. Compares veg diet + diabetes diet 4 weight loss, T2D management.;0;['USER', 'dr', 'hana', 'kahleova', 'present', 'noon', 'pt', 'today', '780', 'p', 'hall', 'b', 'compar', 'veg', 'diet', 'diabet', 'diet', '4', 'weight', 'loss', 'typetwod', 'manag']
LuckySlevinRD;@LisaNainggolan1 Dr. Hana Kahleova presents @ noon PT today: 780-P, Hall B. Compares veg diet + diabetes diet 4 weight loss, T2D management.;0;['USER', 'dr', 'hana', 'kahleova', 'present', 'noon', 'pt', 'today', '780', 'p', 'hall', 'b', 'compar', 'veg', 'diet', 'diabet', 'diet', '4', 'weight', 'loss', 'typetwod', 'manag']
fanishshukla;binaryloom: RT evankirstel: Vodafone uses the #IoT for mobile diabetes management #diabetes #iot  EIoTinsights https://t.co/Dk3K5QYKJA irm…;0;['binaryloom', 'rt', 'evankirstel', 'vodafon', 'use', 'iot', 'mobil', 'diabet', 'manag', 'diabet', 'iot', 'eiotinsight', 'URL', 'irm']
fanishshukla;binaryloom: RT evankirstel: Vodafone uses the #IoT for mobile diabetes management #diabetes #iot  EIoTinsights... https://t.co/29wcobU128;0;['binaryloom', 'rt', 'evankirstel', 'vodafon', 'use', 'iot', 'mobil', 'diabet', 'manag', 'diabet', 'iot', 'eiotinsight', 'URL']
mirchiwoods;Two fizzy drinks a week might up diabetes, heart diseases risk https://t.co/4CN7ybi1mi;0;['two', 'fizzi', 'drink', 'week', 'might', 'diabet', 'heart', 'diseas', 'risk', 'URL']
mirchiwoods;Sleep disturbance in diabetic women can prove to be deadly https://t.co/j14Mj8aTXz;0;['sleep', 'disturb', 'diabet', 'women', 'prove', 'dead', 'URL']
JDRF_Calgary;The stage is set for @YYCCycle to spin our amazing fundraisers who have raised a whopping $48,578.93 for #t1d resea… https://t.co/3mb7n4tMkP;0;['stage', 'set', 'USER', 'spin', 'amaz', 'fundrais', 'rais', 'whop', '48,578', '93', 'TYPEONE', 'resea', 'URL']
JDRF_Calgary;Beautiful day in #yyc for a #jdrfrevolution ride to defeat diabetes! https://t.co/Aqx55qgXdF;0;['beauti', 'day', 'yyc', 'jdrfrevolut', 'ride', 'defeat', 'diabet', 'URL']
DCDietitians;New study unscrambles myths about #eggs, #HeartHealth and #diabetes. Spoiler alert: eggs are OK! https://t.co/BUoSVWumMF via @Diabetescouk;0;['new', 'studi', 'unscrambl', 'myth', 'egg', 'hearthealth', 'diabet', 'spoiler', 'alert', 'egg', 'ok', 'URL', 'via', 'USER']
DCDietitians;Lack of sleep during pregnancy may contribute to gestational diabetes https://t.co/wvp8HVZybr;0;['lack', 'sleep', 'pregnanc', 'may', 'contribut', 'gestat', 'diabet', 'URL']
tbarrettwrites;My lean and mean website has new articles on diabetes in VN, abandoned Hong Kong, world record breakers and more. https://t.co/PlMg4rVx7g;0;['my', 'lean', 'mean', 'websit', 'new', 'articl', 'diabet', 'vn', 'abandon', 'hong', 'kong', 'world', 'record', 'breaker', 'URL']
tbarrettwrites;"My lean and mean website has new pieces on the rise of diabetes, abandoned Hong Kong, bitcoin, eSports &amp; more https://t.co/PlMg4rDVIG";0;['my', 'lean', 'mean', 'websit', 'new', 'piec', 'rise', 'diabet', 'abandon', 'hong', 'kong', 'bitcoin', 'esport', 'URL']
davidalmeidaMD;"First-in-human study shows artificial sweeteners alter gut response to glucose; could predispose to diabetes https://t.co/n9CsZvRdyd";0;['first-in-human', 'studi', 'show', 'artifici', 'sweeten', 'alter', 'gut', 'respons', 'glucos', 'could', 'predispos', 'diabet', 'URL']
davidalmeidaMD;Gastric bypass surgery reduces the risk for retinopathy in obese patients with type 2 diabetes https://t.co/wv3qjJ9vcs;0;['gastric', 'bypass', 'surgeri', 'reduc', 'risk', 'retinopathi', 'obes', 'patient', 'TYPETWO', 'diabet', 'URL']
TawneyBreeze;"I want him..can manage his diabetes. Can you send info to me on messenger?

— Connee Robertson (conneemargaret) September 15, 2017";0;['i', 'want', 'manag', 'diabet', 'send', 'info', 'me', 'messeng', 'conne', 'robertson', 'conneemargaret', 'septemb', '15', '2017']
government_org;#Csiro CSIRO unveils AI screening tech for early diagnosis of diabetic retinopathy. Read more: https://t.co/maq44xLEL0;0;['csiro', 'csiro', 'unveil', 'ai', 'screen', 'tech', 'earli', 'diagnosi', 'diabet', 'retinopathi', 'read', 'URL']
government_org;#Csiro CSIRO steps up diabetic eye disease AI software trial. Read more: https://t.co/vxao8u6k3A;0;['csiro', 'csiro', 'step', 'diabet', 'eye', 'diseas', 'ai', 'softwar', 'trial', 'read', 'URL']
Milton_FMR;Fitbit +3.6% on glucose-monitoring partnership https://t.co/cdClwvwHdk #markets #investing #trading;0;['fitbit', '+3.6', 'glucose-monitor', 'partnership', 'URL', 'market', 'invest', 'trade']
Milton_FMR;The Ratings Game: Fitbit shares surge after diabetes-monitoring partnership in ne... https://t.co/HynuPqxxSh… https://t.co/11nVrjjQXF;0;['rat', 'game', 'fitbit', 'share', 'surg', 'diabetes-monitor', 'partnership', 'ne', 'URL', 'URL']
Big_Bro_News;Type 2 diabetic. Rights of disabled people. Sick notes handed out.s. GP Manish Shah charged with 118 sexual offences https://t.co/ngoQd5OVnA;0;['TYPETWO', 'diabet', 'right', 'disabl', 'peopl', 'sick', 'note', 'hand', 'gp', 'manish', 'shah', 'charg', '118', 'sexual', 'offenc', 'URL']
Big_Bro_News;Type 2 diabetes. GPs told to send obese for cookery lessons.  Alcohol and health information available. https://t.co/ngoQd5OVnA;0;['TYPETWO', 'diabet', 'gps', 'tell', 'send', 'obes', 'cookeri', 'lesson', 'alcohol', 'health', 'inform', 'avail', 'URL']
Rubicon_MD;"Our #CME webinar will address the diagnosis &amp; management of diabetic retinopathy in a #primarycare setting. Sign up… https://t.co/6nVeLbIV5F";0;['cme', 'webinar', 'address', 'diagnosi', 'manag', 'diabet', 'retinopathi', 'primarycar', 'set', 'sign', 'URL']
Rubicon_MD;"Learn about the diagnosis &amp; management of diabetic retinopathy in the #primarycare setting during our #CME webinar:… https://t.co/fHC7FpaJAR";0;['learn', 'diagnosi', 'manag', 'diabet', 'retinopathi', 'primarycar', 'set', 'cme', 'webinar', 'URL']
PeterssenDana;@MsSashaRae @repjohnlewis @HouseDemocrats You can't be in the military with diabetes, a bad knee, or surgically alt… https://t.co/TfDpAYMgAI;0;['USER', 'USER', 'USER', 'cannot', 'militari', 'diabet', 'bad', 'knee', 'surgic', 'alt', 'URL']
PeterssenDana;@tinypyramid @repjohnlewis You can't be in the military with diabetes, a bad knee, or surgically altered genitalia… https://t.co/LVnhL8MbIy;0;['USER', 'USER', 'cannot', 'militari', 'diabet', 'bad', 'knee', 'surgic', 'alter', 'genitalia', 'URL']
gainsquest;"""With the current recommendations ... patients remain diabetic and still need... https://t.co/Hct1ne48xV by #CrossFit via @c0nvey";0;['current', 'recommend', 'patient', 'remain', 'diabet', 'still', 'need', 'URL', 'crossfit', 'via', 'USER']
gainsquest;For someone with diabetes, would it not make more sense to reduce their sugar... https://t.co/AOGVGNCXVa by #CrossFit via @c0nvey;0;['someon', 'diabet', 'would', 'make', 'sens', 'reduc', 'sugar', 'URL', 'crossfit', 'via', 'USER']
Belgraviacentre;New Research Explains Links Between Diet Foods, Diabetes + Hair Loss: https://t.co/g88qE6U704 #hairloss #diabetes #dieting #weightloss #diet;0;['new', 'research', 'explain', 'link', 'diet', 'food', 'diabet', 'hair', 'loss', 'URL', 'hairloss', 'diabet', 'diet', 'weightloss', 'diet']
Belgraviacentre;New Research Explains Links Between Diet Foods, Diabetes and Hair Loss: https://t.co/iXyluoSbuM #hairloss #diet #food #diabetes #weightloss;0;['new', 'research', 'explain', 'link', 'diet', 'food', 'diabet', 'hair', 'loss', 'URL', 'hairloss', 'diet', 'food', 'diabet', 'weightloss']
twpafrica;WANT TO LOSE WEIGHT FASTER?  Cut Back on carbs. These are the foods that stimulate secretion of insulin the most. https://t.co/foWKOtXkug;0;['want', 'lose', 'weight', 'faster', 'cut', 'back', 'carb', 'food', 'stimul', 'secret', 'insulin', 'URL']
twpafrica;Reducing or eliminating sugary drinks from your diet is the best place to start if you want to lower your diabetes… https://t.co/5Voo6r2HAq;0;['reduc', 'elimin', 'sugari', 'drink', 'diet', 'best', 'place', 'start', 'want', 'lower', 'diabet', 'URL']
AnitaMawdsley;"Tackling diabetes with 1 vision; the UK offer #GREATforCollaboration @DHC_Chennai @DrMohan @colinpalmer… https://t.co/fkWzmorCQV";0;['tackl', 'diabet', '1', 'vision', 'uk', 'offer', 'greatforcollabor', 'USER', 'USER', 'USER', 'URL']
AnitaMawdsley;#UK answers to all things #diabetes 2day India-UK Diabetes Workshop in #Chennai @DHC_Chennai @DrMohan… https://t.co/Zp1ZpoD5k7;0;['uk', 'answer', 'thing', 'diabet', '2day', 'india-uk', 'diabet', 'workshop', 'chennai', 'USER', 'USER', 'URL']
Medtronic;We’re working with @Aetna on new outcomes-based agreement for #t1d and #t2d patients in shift to #valuebasedcare.… https://t.co/sagW1yQZfb;0;['work', 'USER', 'new', 'outcomes-bas', 'agreement', 'TYPEONE', 'TYPETWO', 'patient', 'shift', 'valuebasedcar', 'URL']
Medtronic;Managing chronic disease like #t1d takes constant work. See how we’re addressing this with patient-centric care.… https://t.co/KgyRQFqBqH;0;['manag', 'chronic', 'diseas', 'like', 'TYPEONE', 'take', 'constant', 'work', 'see', 'address', 'patient-centr', 'care', 'URL']
GoutSydePhil;@Rooksy769 Oh he has diabetes, for sure. It’s just not diagnosed yet.;0;['USER', 'oh', 'diabet', 'sure', 'diagnos', 'yet']
GoutSydePhil;"Freezer:
Frozen Lemonade, Toaster Struesel, 3x Ice Cream Pints, popsicles.

If anybody doubts he has diabetes. https://t.co/zCtlPSwums";0;['freezer', 'freez', 'lemonad', 'toaster', 'struesel', '3x', 'ice', 'cream', 'pint', 'popsicl', 'anybodi', 'doubt', 'diabet', 'URL']
StemCellSue;Novel diabetes therapy uses stem cell “teachers” to calm immune cells. https://t.co/Gyqcmjq9mp https://t.co/MvhNVvlLKq;0;['novel', 'diabet', 'therapi', 'use', 'stem', 'cell', 'teacher', 'calm', 'immun', 'cell', 'URL', 'URL']
StemCellSue;"Morning Read: CIRM  provides $75m to ViaCyte, Stanford Med, City of Hope &amp; others to study diabetes, cancer.... https://t.co/CZOKIXA4TI";0;['morn', 'read', 'cirm', 'provid', '75m', 'viacyt', 'stanford', 'med', 'citi', 'hope', 'other', 'studi', 'diabet', 'cancer', 'URL']
Aller_MD;"The latest Allergy, Asthma &amp; Immunology! https://t.co/9luXF0QQke Thanks to @MatthewBowdish @DrAnjaliMahto #diabetes #asthma";0;['latest', 'allergi', 'asthma', 'immunolog', 'URL', 'thank', 'USER', 'USER', 'diabet', 'asthma']
Aller_MD;A diabetes drug currently undergoing development could be repurposed to help end transplant rejection  https://t.co/1e9JEnHF51;0;['diabet', 'drug', 'current', 'undergo', 'develop', 'could', 'repurpos', 'help', 'end', 'transplant', 'reject', 'URL']
MedSense_MSGA;Do you suffer from diabetes? Natural products could help: https://t.co/ni99ZsrcbW #LiveBetter https://t.co/T04vvakjYa;0;['suffer', 'diabet', 'natur', 'product', 'could', 'help', 'URL', 'livebett', 'URL']
MedSense_MSGA;Too much sugar can lead to diabetes…kick the soda usage now! https://t.co/7dyJCXtLkF #LiveBetter;0;['much', 'sugar', 'lead', 'diabet', 'kick', 'soda', 'usag', 'URL', 'livebett']
MedDataInc;'Alexa, help manage my diabetes.' That's what Merck and its contest finalists envision for the ... https://t.co/dfc95V6M6k #patientengagem…;0;['alexa', 'help', 'manag', 'my', 'diabet', 'merck', 'contest', 'finalist', 'envis', 'URL', 'patientengagem']
MedDataInc;Does Amazon Alexa have a future in diabetes management support? https://t.co/PI84mHONmQ #patientengagement;0;['amazon', 'alexa', 'futur', 'diabet', 'manag', 'support', 'URL', 'patientengag']
voxyhealth;Moderate drinking reduces diabetes incidence - Study https://t.co/fqjBiBCzr6;0;['moder', 'drink', 'reduc', 'diabet', 'incid', 'studi', 'URL']
voxyhealth;Diabetes Action Month highlights different types of diabetes https://t.co/8RzoRbo62e;0;['diabet', 'action', 'month', 'highlight', 'differ', 'type', 'diabet', 'URL']
kapoorvkm;@FagganSKulaste as minister for health will U comment on IME9 / Right Sugar tablet being sold advertised on television for diabetic control.;0;['USER', 'minist', 'health', 'comment', 'ime', '9', 'right', 'sugar', 'tablet', 'sell', 'advertis', 'televis', 'diabet', 'control']
kapoorvkm;@AnupriyaSPatel as minister for health will U comment on IME9 / Right Sugar tablets being sold advertise on television for diabetic control.;0;['USER', 'minist', 'health', 'comment', 'ime', '9', 'right', 'sugar', 'tablet', 'sell', 'advertis', 'televis', 'diabet', 'control']
flashgordonv;"""The more insulin you release, the more you crave carbs,"" he said. ""Once you're exposed to a little carbohydrate, … https://t.co/mpjLsEw1zt";0;['insulin', 'releas', 'crave', 'carb', 'say', 'expos', 'littl', 'carbohydr', 'URL']
flashgordonv;If left untreated, high iron can contribute to cancer, heart disease, diabetes, neurodegenerative diseases and man… https://t.co/GLtvxMbZ5l;0;['leav', 'untreat', 'high', 'iron', 'contribut', 'cancer', 'heart', 'diseas', 'diabet', 'neurodegen', 'diseas', 'man', 'URL']
good_assurance;new critical illness cover for type 1 diabetes 2017 https://t.co/0W3M5esBXS #insurance;0;['new', 'critic', 'ill', 'cover', 'TYPEONE', 'diabet', '2017', 'URL', 'insur']
good_assurance;Nationwide Vision has options for diabetes patients https://t.co/rO8k7oCTzB #insurance;0;['nationwid', 'vision', 'option', 'diabet', 'patient', 'URL', 'insur']
ButterflyK1ss5;@MomsMeet Great because we have a diabetic in our house! #sweepstakes #arcticzero @MyArcticZero;0;['USER', 'great', 'diabet', 'hous', 'sweepstak', 'arcticzero', 'USER']
ButterflyK1ss5;@MomsMeet We have a type 3 diabetic in our house, much respect! #sweepstakes #arcticzero @MyArcticZero;0;['USER', 'type', '3', 'diabet', 'hous', 'much', 'respect', 'sweepstak', 'arcticzero', 'USER']
PodiatryNSWACT;It's National #Diabetes Week so keep this in mind when talking to #patients or friends you know have #diabetes  https://t.co/S37ufcLu4Z;0;['nation', 'diabet', 'week', 'keep', 'mind', 'talk', 'patient', 'friend', 'know', 'diabet', 'URL']
PodiatryNSWACT;New #research confirms #sugary #drinks can contribute to developing #diabetes - important to check consumption!… https://t.co/gklQmdw4Sn;0;['new', 'research', 'confirm', 'sugari', 'drink', 'contribut', 'develop', 'diabet', 'import', 'check', 'consumpt', 'URL']
IamNewsWatch;Replace fruit juice in breakfast with whole fruit, especially if you are diabetic: https://t.co/Tau6cOY7YR via @newsbharati;0;['replac', 'fruit', 'juic', 'breakfast', 'whole', 'fruit', 'especi', 'diabet', 'URL', 'via', 'USER']
SingHealthSG;"Find out how nurses support patients with diabetes and see what it’s like to work in the A&amp;E!

Read these stories... https://t.co/cvVp2yMgaA";0;['find', 'nurs', 'support', 'patient', 'diabet', 'see', 'like', 'work', 'e', 'read', 'stori', 'URL']
